Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F)
Sunday-July 18-2010,6 SHa`baan 1431 A.H,Holiday,Weekend,,Sargodha,32.0791,72.6718,Punjab,Dar-ul-uloom muhamdia imambargh,Religious,Medium,Closed,,Religious,Shiite,3.0,4.0,9.0,26,1.0,,,34.805,94.649
Monday-July 26-2010,14 SHa`baan 1431 A.H,Working Day,,,Nowshehra,34.0322,73.0944,KPK,"Nowshera near
Provincial Info Ministr house ",Residence,Medium,Closed,,Government Official,Sunni,,8.0,23.0,25,1.0,10 kg,Lady Reading Hospital Peshwar,31.52,88.736
Wednesday-August 4-2010,23 SHa`baan 1431 A.H,Working Day,,around 4:30 PM,Peshawar,34.0043,71.5448,KPK,FC chowk near Dean's trade center,Mobile,High,Open,,Military,None,3.0,4.0,11.0,14,1.0,10Kg,,28.59,83.462
Monday-August 23-2010,13 RamaDHaan 1431 A.H.,Working Day,,,South waziristan,32.3202,69.8597,FATA,Wana-mosque,Religious,Medium,Closed,Pro-Government cleric,Anti-Militants,Sunni,26.0,30.0,,40,1.0,20Kg,,25.23,77.414
Wednesday-September 1-2010,23 RamaDHaan 1431 A.H,Working Day,,6:55pm/7:00pm/7:10pm,Lahore ,31.5451,74.3407,Punjab,1)First blast lower mal gate 2)Ghaznavi street urdu bazar 3) Bhati Chowk ,Park/Ground,Low,Open,Yaum-e-Ali,Religious,Shiite,27.0,43.0,150.0,243,3.0,,1)Mayo Hospital 2)Sir ganga Ram Hospital  ,31.97,89.546
Friday-September 3-2010,24 RamaDHaan 1431 A.H.,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,Mizan chowk Quetta,Park/Ground,Low,Open,Al-Quds Rally organized by Imamia stdents organization,Civilian,None,54.0,62.0,150.0,200,1.0,15Kg,1.Combined Miltry Hospital                2.Civil Hospital ,26.745,80.141
Friday-September 3-2010,24 RamaDHaan 1431 A.H.,Working Day,,,Mardan,34.1982,72.0444,KPK,worship place of the Ahmedis in Muslimabad area ,Religious,Medium,Closed,,Religious,None,,1.0,,4,1.0,,,27.875,82.175
Monday-September 6-2010,27 RamaDHaan 1431 A.H,Holiday,Defence Day,7:05:00 AM,lakki marwat,32.6018,70.9148,KPK,lakki marwat Police Station,Police,High,Closed,,Police,None,15.0,19.0,34.0,57,1.0,600 kg,1.Civil Hospital      2.DHQ Hospital,26.635,79.943
Thursday-September 9-2010,30 RamaDHaan 1431 A.H,Working Day,,12:30:00 PM,Quetta,30.2095,67.0182,Baluchistan,"Raily Housing Society
Near Finance Minnister
House Quetta",Residence,Medium,Open,,Government Official,None,2.0,5.0,3.0,6,1.0,15 kg,,25.8,78.44
Thursday-October 7-2010,28 SHawwal 1431 A.H,Working Day,,6:45:00 PM,Karachi,24.9918,66.9911,Sindh,Shrine of Abdullah shah ghazi in Clifton,Religious,Medium,Closed,Attendess at shrine,Religious,Sunni,6.0,10.0,60.0,77,2.0, 6 kg,"1. JPMC
2. Civil Hospital KHI",30.45,86.81
Monday-October 18-2010,10 Thw al-Qi`dah 1431 A.H,Working Day,,,Lakki marwat,32.6018,70.9148,KPK,jabukhel village,Park/Ground,Low,Open,police tried to stop the car but the driver exploded the car in residential area,civilian,None,,15.253138075313808,5.0,14,1.0,1200Kg,,20.785,69.413
Monday-November 1-2010,24 Thw al-Qi`dah 1431 A.H,Working Day,,8:45:00 AM,Swabi ,34.1335,72.4702,KPK,District Shahmanoor Police Lines Swabi,Police,High,Open,,Police,None,2.0,5.0,10.0,13,1.0,12 kg ,1.Judicial Complex ,18.87,65.966
Friday-November 5-2010,28 Thw al-Qi`dah 1431 A.H,Working Day,,1:30:00 PM,Dara Adam khel,33.6854,71.5131,KPK,Dara Adam Khel Corwded Mosque ,Religious,Medium,Closed,,Religious,Sunni,61.0,76.0,70.0,132,1.0,15Kg,1.District Headqurters Hospital 2.Lady reading hospital ,20.1,68.18
Thursday-November 11-2010,5 Thw al-Hijjah 1431 A.H,Working Day,,8:10:00 PM,Karachi ,24.9918,66.9911,Sindh,Crime Investigation Department,Military,High,Closed,,Military,None,16.0,20.0,100.0,140,1.0,1000 Kg ,,28.175,82.715
Thursday-November 11-2010,5 Thw al-Hijjah 1431 A.H,Working Day,,,Poonch,33.8243,73.7949,AJK,Rawalacot Security force vehicle,Mobile,Low,open,,Military,,,0.0,,2,1.0,,1.Zahid hospital ,18.315,64.967
Sunday-November 14-2010,8 Thw al-Hijjah 1431 A.H,Holiday,Weekend,,South waziristan,32.3202,69.8597,FATA,Shakai village ,Market,Low,Open,,Anti-Militants,Sunni,,1.0,,8,1.0,,Wana hospital,7.985,46.373
Tuesday-November 30-2010,24 Thw al-Hijjah 1431 A.H,Working Day,,8:45:00 AM,Bannu,32.935,70.6688,KPK,near furniture market-Banu,Mobile,High,Open,police van crossing the chowk,Police,None,2.0,6.0,6.0,22,1.0, 12 kg,,9.975,49.955
Monday-December 6-2010,30 Thw al-Hijjah 1431 A.H,Working Day,,2:00:00 PM,Mohmand Agency ,32.9746,70.1456,Fata,"Mohmad Agency-Ghalani area-Political 
Agent office ",Government,High,Closed,,Government Official,None,40.0,50.0,60.0,100,2.0,,"1.Tehsil Headquarters Ghalani 
2.Lady Reading ",5.08,41.144
Tuesday-December 7-2010,1 MuHarram 1432 A.H,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,railway level crossing sryab pattak,Transport,Low,Open,Minister Balochistan,Government Official,None,,15.253138075313808,10.0,12,1.0,,CMH ,4.51,40.118
Wednesday-December 8-2010,2 MuHarram 1432 A.H,Working Day,,1:00:00 PM,Kohat,33.5833,71.4333,KPK,Kohat Bus stand,Transport,Low,Open,,Civilian,None,18.0,20.0,,32,1.0,10 kg,,12.205,53.969
Friday-December 10-2010,4 MuHarram 1432 A.H,Working Day,,4:00:00 PM,Hangu,33.5351,71.0713,KPK,Pass Killay area-under construction Private Hospital,Hospital,Low,Closed,,civilian,None,10.0,17.0,16.0,30,1.0,400 KG,Hospitals in Kohat Division,10.385,50.693
Thursday-December 23-2010,17 MuHarram 1432 A.H,Working Day,,,Islamabad,33.718,73.0718,Capital,Entrance to imambargah,Religious,Medium,Closed,,religious,Sunni,,1.0,,2,1.0,,,11.73,53.114
Friday-December 24-2010,18 MuHarram 1432 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,Mall road peshawar,Police,High,Open,Police was not sure about the bmbers target,Civilian,None,,4.0,,24,1.0,10 kg ,lady Reading Hospital-CMH,10.845,51.521
Saturday-December 25-2010,19 MuHarram 1432 A.H,Holiday,Christmas/ birthday of Quaid-e-Azam,,Bajaur Agency,34.8718,71.5249,FATA,WFP office Khar,Foreign,High,Closed,target was police checkpost,Police,None,42.0,47.0,80.0,105,1.0,,,9.705,49.469
Monday-December 27-2010,21 MuHarram 1432 A.H,Working Day,,Evening,Muzaffarabad,34.3597,73.4711,AJK,Procession from Neelam Valley,Park/Ground,Medium,Open,,religious,Shiite,,7.0,,65,1.0,,,9.24,48.632
Wednesday-January 12-2011,8 safar 1432 A.H,Working Day,,Evening,Bannu,32.935,70.6688,KPK,Bannu Police Station,Religious,Medium,Closed,,civilian,Sunni,18.0,20.0,15.0,20,1.0,1000 kg,Bannu's Main hospital,7.775,45.995
Tuesday-January 25-2011,21 safar 1432 A.H,Working Day,,Evening,Lahore,31.5451,74.3407,Punjab,Urdu Bazar intersection on circular road,Police,High,Open,Hazrat Imam Hussain Chehlum Procession,Religious,Shiite,11.0,17.0,71.0,80,1.0,5Kg,Mayo Hospital-ganagaram hospital,14.165,57.497
Thursday-January 27-2011,23 safar 1432 A.H,Working Day,,,Bajaur Agency,34.8718,71.5249,FATA,Sarameena area of Khar tehsil in the Bajaur Agency,Military,High,Open,,Military,None,,0.0,,0,1.0,,,10.395,50.711
Monday-January 31-2011,27 safar 1432 A.H,Working Day,,Morning,Peshawar,34.0043,71.5448,KPK,Kohat road Garhi Kamruddin over head bridge,Mobile,High,Open,Police car,Police,None,5.0,7.0,14.0,16,1.0,7Kg,,14.355,57.839
Thursday-February 10-2011,7 Raby` al-awal 1432 A.H,Working Day,,8:00 AM/8:15:00 AM,Mardan,34.1982,72.0444,KPK,Punjab Regiment Center,Military,High,Open,,Military,None,28.0,36.0,35.0,50,1.0,9Kg,CMH Mardan-CMH rawalpindi,11.06,51.908
Friday-February 11-2011,8 Raby` al-awal 1432 A.H,Working Day,,,Mohmand Agency ,32.9746,70.1456,Fata,Dabo Dheri checkpost in Prang Ghar ,Police,High,Open,,Police,None,,1.0,,3,1.0,,,1.445,34.601
Saturday-February 12-2011,9 Raby` al-awal 1432 A.H,Working Day,,Saturday Morning,Malakand ,34.503,71.9046,KPK,Batakhel area,Residence,Low,Closed,security forces were trying to arest the bomber,Military,None,1.0,3.0,,,1.0,,,8.305,46.949
Saturday-February 19-2011,16 Raby` al-awal 1432 A.H,Working Day,,,Bannu,32.935,70.6688,KPK,police station in bannu,Police,High,Open,,Police,None,,15.253138075313808,,4,1.0,,,5.45,41.81
Tuesday-March 1-2011,26 Raby` al-awal 1432 A.H,Working Day,,Night,Karachi,24.9918,66.9911,Sindh,near MDA flats along national highway-in Shah Latif Town,Park/Ground,Low,Open,,civilian,None,,0.0,,0,1.0,,,23.53,74.354
Thursday-March 3-2011,28 Raby` al-awal 1432 A.H,Working Day,,,Hangu,33.5351,71.0713,KPK,spin khawri chowk,Mobile,Low,Open,,Police,None,5.0,9.0,30.0,36,1.0,400Kg,,9.565,49.217
Wednesday-March 9-2011,4 Raby` al-THaany 1432 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,Adezai Village-sheikh Neka graveyard,Park/Ground,Low,Open,,Anti-Militants,Sunni,37.0,43.0,,52,1.0,16Kg,Lady Reading Hospital,18.605,65.489
Thursday-March 24-2011,19 Raby` al-THaany 1432 A.H,Working Day,,8:00 AM,Hangu,33.5351,71.0713,KPK,Rescue 15 Building adjecent to police station in Thall,Police,High,Open,,Police,None,5.0,8.0,25.0,30,1.0,250kg,CMH Thall,22.185,71.933
Wednesday-March 30-2011,25 Raby` al-THaany 1432 A.H,Working Day,,10:45 AM/ 11:00 AM,Swabi ,34.1335,72.4702,KPK,Peshawar- Islamabad Motorway-Swabi Interchange,Police,High,Open,,Government Official,None,10.0,13.0,12.0,23,1.0,8Kg,Shahmansoor Hospital Complex/Swabi District Hospital/khunda Civil Hospital and  LRH Peshawar,20.12,68.216
Thursday-March 31-2011,26 Raby` al-THaany 1432 A.H,Working Day,,12:45 PM,Charsadda,34.1509,71.7359,KPK,Near DCO office-Nowshehra road,Park/Ground,Low,Open,,Government Official,None,,12.0,20.0,42,1.0,,Lady reading hospital,19.405,66.929
Friday-April 1-2011,27 Raby` al-THaany 1432 A.H,Working Day,,,Dara Adam khel,33.6854,71.5131,KPK,near a mosque in Dara adam khel bazar-khalid market,Market,Low,Open,peace committee members were present in mosque,Anti-Militants,Sunni,,1.0,2.0,8,1.0,8kg,,18.315,64.967
Sunday-April 3-2011,29 Raby` al-THaany 1432 A.H,Holiday,Weekend,around 5pm and second attack after 15min/5:16:00 PM and second attack after 25 min,D.G Khan ,30.05,70.6333,KPK,sakhi arwar shrine-40 km away from D.G Khan,Religious,Medium,Open,Urs ceremony,Religious,Sunni,42.0,50.0,100.0,114,2.0,,sakhi sarwar civil hospital-dera district headquarters hospital,23.035,73.463
Monday-April 4-2011,30 Raby` al-THaany 1432 A.H,Working Day,,Monday After Noon,Lower Dir,34.8453,71.9046,KPK,Bargain Car market in Munda area of Lower Dir District,Market,Low,Open,,Anti-Militants,Sunni,7.0,9.0,22.0,30,1.0,8Kg,Temargara Hospital,16.585,61.853
Thursday-April 7-2011,3 Jumaada al-awal 1432 A.H,Working Day,,7:50 AM,Quetta,30.2095,67.0182,Baluchistan,Gulistan road-also known as police lines,Residence,Medium,Open,,Police,None,,1.0,17.0,19,1.0,180kg,Civil hospital-CMH,20.76,69.368
Saturday-April 23-2011,19 Jumaada al-awal 1432 A.H,Working Day,,,Bajaur Agency,34.8718,71.5249,FATA,Salarzai area-65 km northeast of khar,Mobile,Low,Open,,Anti-Militants,Sunni,,5.0,5.0,8,1.0,,Agency headquarter hospital in Miranshah,26.34,79.412
Friday-May 13-2011,,Working Day,,6:00 AM,Charsadda,34.1509,71.7359,KPK,FC headquarters in Shabqadar-30km from peshawar,Military,High,Open,FC personnel were gathered there,Military,None,82.0,95.0,128.0,140,2.0,16-20kg,LRH ,29.285,84.713
Saturday-May 14-2011,,Working Day,,11:20:00 AM/ 11:00 AM,D.G Khan ,30.05,70.6333,KPK,MCB bank-Main bazar of Taunsa Sharif,Bank,Low,Open,,civilian,None,,3.0,,9,1.0,,,33.87,92.966
Wednesday-May 25-2011,,Working Day,,4:40 AM,Peshawar,34.0043,71.5448,KPK,CID station,Police,High,Closed,,Police,None,8.0,11.0,41.0,48,1.0,300kg,Lady reading hospital-khyber teaching complex-hayatabad medical complex,33.975,93.155
Thursday-May 26-2011,,Working Day,,6:00 PM,Hangu,33.5351,71.0713,KPK,checkpoint close to Hangu police station and hangu DPO office,Police,High,Open,,Police,None,28.0,32.0,55.0,60,1.0,450kg,hungu district headquarter hospital,27.53,81.554
Saturday-May 28-2011,,Working Day,,10:00 AM,Bajaur Agency,34.8718,71.5249,FATA,Bajaur Agency's salarzai village-near Afghan border,Market,Low,Open,,Anti-Militants,Sunni,,8.0,,11,1.0,,khar agency headquarter hospital,30.06,86.108
Sunday-June 5-2011,,Holiday,Weekend,8:45 PM,Nowshehra,34.0322,73.0944,KPK,Army run Bakery on Mall road-Nowshehra cantt,Military,High,Closed,,Military,None,18.0,19.0,28.0,45,1.0,8Kg,Lady reading hospital,32.48,90.464
Sunday-June 12-2011,,Holiday,Weekend,11:45 PM,Peshawar,34.0043,71.5448,KPK,Khyber super market-peshawar cantt,Market,Low,Open,,Civilian,None,32.0,35.0,80.0,107,1.0,10 Kg,Lady reading hospital,31.05,87.89
Monday-June 13-2011,,Working Day,,3:00 PM,Islamabad,33.718,73.0718,Capital,silk bank in I-8 markaz,Bank,Low,Open,,Civilian,None,1.0,2.0,4.0,6,1.0,7kg,PIMS-Shifa International hospital,32.085,89.753
Saturday-June 25-2011,,Working Day,,,D.I Khan ,31.8238,70.9095,KPK,Kolache Town,Police,High,Closed,,Police,None,,10.0,3.0,5,1.0,,,32.925,91.265
Monday-July 11-2011,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Bazar in Central Battagram,Market,Low,Open,,Government Official,None,,7.0,25.0,26,1.0,,Battagram District Headquarters hospital,31.545,88.781
Thursday-July 21-2011,,Working Day,,,South waziristan,32.3202,69.8597,FATA,South waziristan,Mobile,Low,Open,,Foreigner,,,15.253138075313808,,2,1.0,,Jandola hospital,24.3,75.74
Sunday-July 24-2011,,Holiday,Weekend,,South waziristan,32.3202,69.8597,FATA,Security Checkpost in chak Malai Area,Military,High,Open,,Military,,,1.0,,7,1.0,,,25.195,77.351
Saturday-August 6-2011,,Working Day,,,Mohmand Agency ,32.9746,70.1456,Fata,Danish Kol Bazaar Pandyali,Market,Low,Open,,Military,,,1.0,,0,1.0,,,24.745,76.541
Thursday-August 11-2011,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Check post near lahori gate,Police,High,Open,,Police,,0.0,2.0,,12,1.0,,,30.1,86.18
Friday-August 19-2011,,Working Day,,Friday prayer time,Khyber Agency,34.0211,71.2874,KPK,Jamia Masjid Madina in Ghundi Area of Jamrud,Religious,Medium,Closed,,Civilian,,47.0,60.0,70.0,130,1.0,,Tehsil Headquarters hospital Jamrud-Hayatabad Medical complex-Khyber Teaching Hospital,30.6,87.08
Wednesday-August 31-2011,5 SHawwal 1432 A.H.,Holiday,Eid-ul-Fitar,Wednesday Morning just after offering Eid prayers,Quetta,30.2095,67.0182,Baluchistan,near the Eidgah in Marriabad Major Muhammad Ali Shaheed Road.,Religious,Medium,Open,,religious,Shiite,11.0,13.0,12.0,25,1.0,60kg,city hospitals ,25.59,78.062
Thursday-September 1-2011,6 SHawwal 1432 A.H.,Holiday,Eid-ul-Fitar,Thursday night ,Lakki marwat,32.6018,70.9148,KPK,near a police station in Darra Pezu Town,Police,High,Open,,Police,,3.0,2.0,14.0,25,1.0,300kg,,20.84,69.512
Wednesday-September 7-2011,,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,FC DIG's residence at Anscumb road ,Military,High,Closed,,Military,,26.0,28.0,60.0,82,2.0,100kg,Civil hospital-CMH,28.465,83.237
Thursday-September 15-2011,,Working Day,,After noon,Lower Dir,34.8453,71.9046,KPK,Jandola Town in Lower Dir-100 km from swat valley,Park/Ground,Low,Open,,Civilian,,26.0,34.0,63.0,75,1.0,,,27.235,81.023
Monday-September 19-2011,,Working Day,,7:30 AM,karachi,24.9918,66.9911,Sindh,Street 32-off Saba Avenue-DHA Phase VIII-house of CID SSP,Police,High,Open,,Police,,,8.0,4.0,7,1.0,300kg,,29.195,84.551
Friday-October 28-2011,,Working Day,,,Nowshehra,34.0322,73.0944,KPK,Risalpur area of the Nowshera district,Police,High,,,Police,,,2.0,,,1.0,,,17.535,63.563
Monday-November 7-2011,,Working Day,,,Swabi ,34.1335,72.4702,KPK,Malikabad area of Swabi,Government Official,High,,,Government Official,,,3.0,,9,,,,19.065,66.317
Wednesday-November 16-2011,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Sea view-clifton-at lover's point adjacent to village hotel,Mobile,Low,Open,,Police,None,5.0,7.0,,1,1.0,,Jinnah Postgraduate Medical Center,25.305,77.549
Friday-November 18-2011,,Working Day,,3:38AM,Karachi,24.9918,66.9911,Sindh,Block 13-near Pehlwan Goth roundabout-Gulistan-e-Jauhar,Residence,Low,Closed,,Military,None,,1.0,,,1.0,,Jinnah Postgraduate Medical Center,27.245,81.041
Saturday-December 24-2011,,Working Day,,5:30 AM/5:40 AM,Bannu,32.935,70.6688,KPK,Tochi Scouts headquarters in Bannu,Military,High,Open,,Military,None,4.0,6.0,18.0,19,1.0,500 kg,CMH Bannu,7.28,45.104
Tuesday-January 3-2012,,Working Day,,1:00 PM,Gujrat,32.5737,74.0786,Punjab,Gorali village-4 km from Gujrat,Park/Ground,Low,Open,,Civilian,None,,2.0,,,1.0,,,10.935,51.683
Tuesday-January 3-2012,,Working Day,,2:00 PM,Peshawar,34.0043,71.5448,KPK,trade center on arbab road in university town,Market,Low,Closed,,Civilian,None,,2.0,19.0,28,1.0,5-6kg,Khyber teaching Hospital,12.07,53.726
Tuesday-January 3-2012,,Working Day,,2:15 PM,Khyber Agency,34.0211,71.2874,FATA,landikotal town,Market,Low,open,,Civilian,None,,3.0,7.0,9,1.0,,,11.285,52.313
Saturday-January 14-2012,,Working Day,,2:00 PM,D.I Khan,31.8238,70.9095,KPK,District police officer's office,Police,High,Open,,Police,None,4.0,8.0,7.0,10,3.0,,District Headquarters Hospital,6.71,44.078
Monday-January 30-2012,,Working Day,,4:00 PM,Peshawar,34.0043,71.5448,KPK,Pakha Ghullam area,Residence,Low,Open,,Anti-Militants,None,3.0,4.0,7.0,8,1.0,3kg,Lady Reading Hospital,11.325,52.385
Friday-February 17-2012,,Working Day,,2:00 PM,Kuram Agency ,32.9746,70.1456,FATA,Parachinar Outside Shia Mousque,Market,Low,Open,,Civilian,Shiite,21.0,28.0,,36,1.0,,Agency Headquarter Hospital,0.04,32.072
Thursday-February 16-2012,,Working Day,,,Upper Dir,35.1977,71.8749,FATA,Dir Town in Northwestren Districk of Upperdir near Afghan Boarder,Market,Low,Open,,Civilian,None,1.0,1.0,3.0,3,1.0,,,4.985,40.973
Friday-February 24-2012,,Working Day,,,Peshawar,34.0043,71.5448,KPK,C-Division Police Station (Kotwali police Stataion),Police,High,Closed,,Police,None,0.0,4.0,,6,3.0,,,9.905,49.829
Saturday-March 3-2012,,Holiday,Weekend,,Peshawar,34.0043,71.5448,KPK,Shabqadar town 35KM northeast of Peshawar,Mobile,High,Open,,Government Official,None,0.0,1.0,,6,1.0,6kg,Lady Reading Hospital (LRH),16.955,62.519
Sunday-March 4-2012,,Holiday,Weekend,,D.I Khan,31.8238,70.9095,KPK,Police patrol in main market area of D.I Khan KPK,Mobile,Low,Open,,Police,None,,0.0,,3,1.0,,District Headquarters Hospital,15.735,60.323
Sunday-March 11-2012,,Holiday,Weekend,,Peshawar,34.0043,71.5448,KPK,Badaber Area 15Km from Peshawer,Park/Ground,Low,Open,,Government Official,None,14.0,15.0,30.0,33,1.0,6Kg,Lady Reading Hospital (LRH),13.33,55.994
Thursday-March 15-2012,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Pishtakhara Square-Close to Bara-Khayber Aagency,Police,Low,Open,,Police,None,1.0,1.0,2.0,5,1.0,6kg,Hayatabad Medical Hospital-Khyber Teaching Hospital,15.75,60.35
Friday-March 23-2012,,Working Day,,,Khyber Agency,34.0211,71.2874,KPK,Akkakhel area of Bara in Khyber Agency,Religious,Low,Open,,Anti-Militants,None,5.0,13.0,9.0,10,1.0,,,19.65,67.37
Thursday-April 5-2012,,Working Day,,7:56 PM,Karachi,24.9918,66.9911,Sindh,Garision Area of Malir,Mobile,Low,Open,,Police,None,4.0,7.0,12.0,14,1.0,,,31.345,88.421
Friday-May 4-2012,,Working Day,,7:45 AM,Bajaur Agency,34.8718,71.5249,FATA,security checkpoint in the middle of Khar Bazaar ,Market,Low,Open,,Police,None,24.0,26.0,40.0,75,1.0,,Agency Headquarters Hospital (AHH)-Lady Reading Hospital (LRH)-,24.58,76.244
Tuesday-June 12-2012,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Bazidkhel Village-Badhaber Area,Mobile,Low,Open,,Anti-Militants,None,2.0,3.0,,5,1.0,8Kg,Lady Reading Hospital (LRH),30.605,87.089
Thursday-June 28-2012,,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,Hazar Ganji Area,Mobile,Low,Open,,Religious,Shiite,13.0,14.0,20.0,30,1.0,50kg,Civil hospital-Bolan Medical Complex-CMH,28.455,83.219
Monday-July 16-2012,,Working Day,,9:30AM,Bannu,32.935,70.6688,KPK,Old City Police Station,Police,High,Closed,,Police,None,2.0,7.0,2.0,8,1.0,,District Hospital Bannu,24.555,76.199
Monday-September 3-2012,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Abdara Road,foreign,Low,Open,,Foreigner,None,0.0,2.0,18.0,21,1.0,100-110kg,Khyber Teaching Hospital-American Club,29.015,84.227
Monday-September 10-2012,,Working Day,,2:40pm,Kuram Agency ,32.9746,70.1456,FATA,Kashmir Chowk-Parachinar,Market,Low,Open,,Civilian,None,14.0,15.0,40.0,80,1.0,,,19.935,67.883
Saturday-October 13-2012,,Holiday,Weekend,10:35am,Dara Adam khel,33.6854,71.5131,KPK,Darra Bazar-Near Headquarters of Pro-Ggovernment Peac Body,Market,Medium,Open,,Anti-Militants,None,13.0,20.0,39.0,41,1.0,30kg,Lady Reading Hospital,23.495,74.291
Sunday-November 4-2012,,Holiday,Weekend,2:00 PM / 2:30 PM,Buner,34.3943,72.6151,KPK,Near District Headquarters Hospital in Daggar Area,Mobile,Low,Open,,Anti-Militants,None,5.0,6.0,7.0,10,1.0,,District Headquarters Hospital ,19.195,66.551
Wednesday-November 7-2012,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Near Khan Razzaq Police Station-Qissa Khawani Bazaar,Mobile,High,Open,,Police,None,6.0,8.0,28.0,37,1.0,7kg-8kg,Lady Reading Hospital,19.825,67.685
Thursday-November 8-2012,,Working Day,,6:55am,Karachi,24.9918,66.9911,Sindh,Sachal Rangers' Headquarters-North Nazimabad Block B Area,Military,High,Open,,Military,None,0.0,3.0,18.0,23,1.0,100kg-150kg,Abbasi Shaheed Hospital-Sindh Rangers Hospital-PNS Shifa Hospital,25.995,78.791
Monday-November 19-2012,,Working Day,,,Mohmand Agency ,32.9746,70.1456,FATA,Ghaiba Khwar Area of Haleemzai Tehsil,Mobile,Low,Open,,Government Official,None,0.0,0.0,3.0,4,1.0,,Ghallanai Headquarter Hospital,7.52,45.536
Wednesday-November 21-2012,,Working Day,,6:15pm,Karachi,24.9918,66.9911,Sindh,Orangi Town Sec-5E-Near Haider-e-Qarrar Imambargah,Religious,High,Open,Muharram Procession,Religious,Shiite,3.0,4.0,4.0,7,1.0,4kg-5kg,Qatar Hospital-Abbasi Shaheed Hospital,22.22,71.996
Wednesday-November 21-2012,,Working Day,,,Rawalpindi,33.6058,73.0437,Punjab,Imambargah Qasar-e-Shabbir in Dhok Syedan-Misrial Road,Religious,High,Open,Muharram Procession,Religious,Shiite,12.0,20.0,25.0,40,1.0,,DHQ-Combined Military-Benazir Bhutto Hospital,16.795,62.231
Sunday-November 25-2012,,Holiday,Ashura,,D.I Khan,31.8238,70.9095,KPK,Commissionary Bazaar-Choglia Area,Market,High,Open,Muharram Procession,religious,Shiite,5.0,6.0,70.0,80,1.0,12kg,District Headquarter Teaching Hospital-Combined Military Hospital,12.21,53.978
Thursday-November 29-2012,,Working Day,,,South Waziristan,32.3202,69.8597,FATA,Rustam Bazaar,Mobile,Low,Open,,Anti-Militants,None,5.0,8.0,10.0,18,1.0,,Tehsil Headquarter Hospital Wana,3.895,39.011
Tuesday-December 4-2012,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Haved Police Station Bannu,Police,High,Open,,Police,None,,15.253138075313808,6.0,10,1.0,600kg-800kg,DHQ Hospital Bannu,15.435,59.783
Wednesday-December 5-2012,,Working Day,,6:30AM,South waziristan,32.3202,69.8597,FATA,Zaree Noor Camp-Angoor Adda Rd,Military,High,Open,,Military,None,2.0,3.0,20.0,25,1.0,,First Treatment Hospital,7.1,44.78
Saturday-December 22-2012,,Holiday,Weekend,,Peshawar,34.0043,71.5448,KPK,Dhaki Nalbandi Area-Qissa Khwani Bazar,Residence,High,Closed,,Government Official,None,,9.0,17.0,20,1.0,4kg-6kg,Lady Reading Hospital,15.065,59.117
Thursday-January 10-2013,,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,Two suicide bombers blew themselves up at a crowded snooker club on Alamdar Road,Market,High,Closed,,Civilian,Shiite,51.0,93.0,116.0,121,2.0,,Civil Hospital and the Combined Military Hospital-Quetta,9.06,48.308
Friday-February 1-2013,,Working Day,,Friday prayer time,Hangu,33.5351,71.0713,KPK,Masjid Faizullah and Masjid Purdil near Marketplace,Religious,High,Open,Possibley anti-taliban Sunni Council,Civilian,Sunni,24.0,27.0,40.0,50,1.0,,DHQ-Kohat,10.79,51.422
Thursday-February 14-2013,,Working Day,,,Hangu,33.5351,71.0713,KPK,Security checkpost located in Tal area of Hangu ,Military,High,Open,FC check post,Military,None,7.0,15.253138075313808,8.0,23,1.0,,,12.12,53.816
Thursday-February 14-2013,,Working Day,,,Bannu,32.935,70.6688,KPK,Maryan police station in Frontier Region Bannu,Police,High,Open,TTP avenged killing of their fighters in custody and bodies thrown in Miramshah,Police,None,0.0,0.0,1.0,,4.0,,,8.31,46.958
Saturday-February 16-2013,,Working Day,Weekend,6:00pm,Quetta,30.2095,67.0182,Baluchistan,Kirani Road near Hazara Town,Market,Medium,Open,,Civilian,Shiite,64.0,84.0,180.0,200,1.0,1000kg,Civil Hospital and the Combined Military Hospital,5.49,41.882
Monday-February 18-2013,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Khyber Agency's Political Agent Office in Peshawar,Office Building,High,Closed,,Government Official,None,5.0,15.253138075313808,7.0,,2.0,6kg,Lady Reading Hospital,15.55,59.99
